og,oo,cg,co
McGill_University_D,Durham_University_RS,University_of_Southern_California_A,University_College_London_A
Chulalongkorn_University_C,Deen_Dayal_Upadhyaya_College_A,Duke_University_B,University_of_Oxford_C
Colgate_University_C,Macquarie_University_B,FPT_University_IT,Middlebury_College_SW
Hanyang_University_A,Carleton_University_A,BeiHang_University_A,Yale-NUS_College_A
University_of_Alberta_B,Sekolah_Tinggi_Bahasa_Asing_-_Persahabatan_International_Asia_A,Hanyang_University_B,Davidson_College_1
Tel_Aviv_University_A,University_of_California_Los_Angeles_A,University_of_Oxford_A,Stanford_University_A
University_of_Oxford_B,University_of_New_South_Wales_C,University_of_Sydney_Union_F,University_of_Sydney_Union_D
University_of_Sydney_Union_H,Dartmouth_College_A,Bina_Nusantara_University_B,Yale_University_B
Singapore_Management_University_D,Universitas_Indonesia_1,Osaka_University_Japan_A,Rhodes_University_1
University_of_Auckland_C,University_of_Auckland_B,University_of_California_Berkeley_A,University_of_Belgrade_B
University_of_Sydney_Union_B,Sunway_University_Malaysia_A,Hobart_and_William_Smith_Colleges_B,University_of_Sydney_Union_E
Princeton_University_B,Stanford_University_C,Columbia_University_C,Weizmann_Institute_of_Science_A
Princeton_University_G,University_of_Western_Ontario_Debate_Society_A,University_of_Bucharest_Romania_A,University_of_the_Philippines_Diliman_A
Universidad_del_Rosario_A,University_of_Cape_Town_B,University_of_Bucharest_Romania_B,The_University_Philosophical_Society_B
Nanyang_Technological_University_A,University_of_Sydney_Union_A,University_of_Chicago_A,Kwame_Nkrumah_University_of_Science_and_Technology_B
De_La_Salle_University_PG,University_of_Technology_MARA_A,Delhi_Technological_University_1,Ateneo_de_Manila_University_LN
National_University_of_Singapore_A,University_of_Chicago_B,University_of_Belgrade_A,University_of_Queensland_A
McGill_University_C,The_University_of_Melbourne_C,Indian_Institute_of_Technology_Bombay_B,Nanyang_Technological_University_C
Princeton_University_A,University_of_Chicago_C,Cornell_University_A,Harvard_College_C
Hart_House_C,Australian_National_University_B,Columbia_University_B,Berlin_Debating_Union_A
University_of_Adelaide_1,University_of_Auckland_A,University_of_Queensland_B,Indira_Gandhi_National_Open_University_A
Harvard_College_A,University_of_the_Philippines_Diliman_B,University_of_New_South_Wales_D,Cambridge_Union_Society_C
University_of_Pennsylvania_B,Stanford_University_G,Diplomatic_Academy_of_Vietnam_A,University_of_Arts_Belgrade_A
Fordham_University_A,Brown_University_A,Victoria_University_of_Wellington_V1,University_of_Wollongong_A
Glasgow_University_Union_A,Sciences_Po_B,National_Law_Institute_University_Bhopal_A,University_of_Technology_MARA_C
University_of_Belgrade_C,Macquarie_University_C,Kwame_Nkrumah_University_of_Science_and_Technology_C_💻,University_of_Western_Ontario_Debate_Society_B
Hart_House_B,University_of_Alberta_A,Higher_School_of_Economics_(Saint-Petersburg)_A,Swarthmore_College_A
Cambridge_Union_Society_A,Yonsei_University_KC,Atma_Jaya_Catholic_University_Of_Indonesia_A,University_of_Belgrade_D
Waseda_University_Japan_B,Midlands_State_University_A,Sunway_University_Malaysia_B,Fordham_University_C
Bates_College_MB,Symbiosis_Law_School_Pune_A,Dartmouth_College_B,The_University_of_Tokyo_A
Queen’s_Debating_Union_Queen’s_University_B,Queensland_University_of_Technology_A,Macau_University_of_Science_and_Technology_C,Victoria_University_of_Wellington_2
Stanford_University_E,Princeton_University_E,Columbia_University_A,Hart_House_A
University_of_Macau_A,Amherst_College_GD,The_University_of_Tokyo_B,Princeton_University_D
Vellore_Institute_of_Technology_A,Ateneo_de_Manila_University_SY,Duke_University_C,University_Of_Stellenbosch_Debate_Union_A
Colgate_University_A,President_University_Indonesia_A,KNUST_OBUASI_CAMPUS_A_💻,The_Chinese_University_of_Hong_Kong_A
Singapore_Management_University_C,Singapore_University_of_Social_Sciences_A,Singapore_Management_University_B,Foreign_Trade_University_A
University_of_Zimbabwe_A_💻,The_University_of_Hong_Kong_C,Split_Debating_Union_-_University_of_Split_A,Debatte_Karlsruhe_e.V._Germany_KIT
Telkom_University_Telkom,Ateneo_de_Manila_University_BG,The_University_of_Melbourne_A,Duke_University_A
Cambridge_Union_Society_D,Trinity_College_Hist_(College_Historical_Society_Trinity_College_Dublin)_AH,Bates_College_CN,University_of_Warsaw_Warsaw_Poland_A
Swing_2,Doshisha_University_A,Bates_College_LA,FPT_University_Sirius
McGill_University_B,Princeton_University_F,University_of_New_South_Wales_E,Strathmore_University_A
